Entity,Code,Year,Emissions,Ranking
Kuwait,KWT,1960,7796992,
Bolivia,BOL,1993,7791826,
Oman,OMN,1978,7789664,
Switzerland,CHE,1910,7789664,
South Africa,ZAF,1903,7782336,
Portugal,PRT,1957,7782048,
Turkmenistan,TKM,1950,7775673,
Afghanistan,AFG,2014,7774340,101
Taiwan,TWN,1940,7767680,
Lebanon,LBN,1985,7764956,
United States of America,USA,1843,7764016,
Benin,BEN,2018,7759753,111
Cyprus,CYP,2011,7759468,101
Syria,SYR,1972,7756279,
Tanzania,TZA,2011,7752104,102
Jamaica,JAM,1991,7750598,
Costa Rica,CRI,2009,7748872,
Costa Rica,CRI,2014,7748551,102
Brunei,BRN,2009,7745739,
Serbia,SRB,1950,7745665,
Cameroon,CMR,2015,7743900,104
Sri Lanka,LKA,1998,7736312,
Azerbaijan,AZE,1948,7734159,
Kyrgyzstan,KGZ,1958,7732983,
Latvia,LVA,2004,7727756,
Norway,NOR,1924,7727376,
Belgium,BEL,1840,7727376,
Mozambique,MOZ,2016,7725971,106
Latvia,LVA,2003,7722590,
Lebanon,LBN,1989,7720795,
Zimbabwe,ZWE,2008,7718875,
Oman,OMN,1979,7716384,
Tajikistan,TJK,1973,7714327,
Jamaica,JAM,1992,7710769,
Norway,NOR,1914,7709056,
Poland,POL,1858,7705392,
Croatia,HRV,1964,7701740,
Turkey,TUR,1948,7700331,
Latvia,LVA,1999,7695969,
Luxembourg,LUX,1998,7695073,
Iraq,IRQ,1940,7690736,
Mongolia,MNG,1997,7688408,
Mongolia,MNG,1998,7687468,
Taiwan,TWN,1956,7684695,
Belgium,BEL,1842,7679744,
Jamaica,JAM,2014,7679134,103
Jamaica,JAM,2010,7677295,
Lebanon,LBN,1987,7670386,
Poland,POL,1861,7668752,
Switzerland,CHE,1923,7665088,
Zimbabwe,ZWE,2012,7658857,102
Uruguay,URY,2011,7653820,103
Belarus,BLR,1943,7647336,
Indonesia,IDN,1919,7635776,
Costa Rica,CRI,2013,7632744,102
Brunei,BRN,2013,7628448,103
Albania,ALB,1983,7624784,
India,IND,1896,7620662,
Argentina,ARG,1908,7617456,
Cyprus,CYP,2003,7605551,
Bangladesh,BGD,1980,7597212,
Estonia,EST,1953,7595552,
Norway,NOR,1925,7595472,
Jamaica,JAM,1974,7594399,
Cameroon,CMR,2019,7592750,113
Nepal,NPL,2014,7592395,104
Ukraine,UKR,1922,7583283,
Albania,ALB,1979,7580816,
Cameroon,CMR,1989,7577693,
Honduras,HND,2005,7576748,
Cameroon,CMR,2018,7566796,112
Finland,FIN,1953,7566048,
Malaysia,MYS,1956,7562529,
Qatar,QAT,1970,7561456,
Philippines,PHL,1958,7559911,
South Korea,KOR,1956,7554990,
Gabon,GAB,1978,7554862,
Portugal,PRT,1958,7554701,
Kyrgyzstan,KGZ,2011,7553507,104
Kyrgyzstan,KGZ,2008,7548263,
Brunei,BRN,2016,7544132,107
Switzerland,CHE,1925,7536848,
Mongolia,MNG,1999,7535224,
Cameroon,CMR,2017,7530489,108
Jamaica,JAM,1990,7527119,
Oman,OMN,1983,7525856,
Armenia,ARM,1961,7522256,
Sri Lanka,LKA,1997,7519559,
Cyprus,CYP,2017,7515688,109
Latvia,LVA,2012,7515211,103
Brunei,BRN,1971,7511200,
Latvia,LVA,2002,7502608,
Guatemala,GTM,1997,7501579,
Colombia,COL,1950,7497920,
Ghana,GHA,2009,7497808,
Bulgaria,BGR,1950,7497770,
Costa Rica,CRI,2010,7493718,
Uruguay,URY,2013,7493508,104
Mongolia,MNG,2000,7486824,
Poland,POL,1860,7485552,
Vietnam,VNM,1960,7483918,
Lebanon,LBN,1986,7478469,
Tunisia,TUN,1978,7477946,
Turkey,TUR,1947,7476798,
Latvia,LVA,2001,7474390,
Tajikistan,TJK,2018,7473265,113
Ecuador,ECU,1977,7472201,
Thailand,THA,1964,7470283,
Hungary,HUN,1897,7463568,
Belarus,BLR,1933,7461701,
Brazil,BRA,1946,7460241,
Egypt,EGY,1949,7459972,
Switzerland,CHE,1926,7456240,
Bulgaria,BGR,1949,7452576,
Latvia,LVA,2009,7451918,
Uzbekistan,UZB,1943,7449372,
Greece,GRC,1958,7447168,
Myanmar,MMR,1997,7444468,
Jamaica,JAM,1977,7441050,
Thailand,THA,1965,7440199,
Kenya,KEN,2004,7437994,
Albania,ALB,1987,7437920,
Ghana,GHA,2003,7437285,
Pakistan,PAK,1955,7437157,
Brunei,BRN,1979,7434256,
Denmark,DNK,1917,7434256,
Canada,CAN,1883,7430592,
Malaysia,MYS,1955,7429726,
Benin,BEN,2017,7424856,110
Luxembourg,LUX,1950,7419065,
Sudan,SDN,2002,7417876,
Jamaica,JAM,1981,7408571,
Costa Rica,CRI,2015,7407129,105
Kenya,KEN,1995,7405492,
Peru,PER,1936,7404647,
Ethiopia,ETH,2011,7402011,105
Tajikistan,TJK,1972,7400288,
Malaysia,MYS,1964,7399409,
Belgium,BEL,1841,7390288,
Kosovo,OWID_KOS,2008,7386624,
Latvia,LVA,2013,7381989,105
Bahamas,BHS,1974,7379751,
Hungary,HUN,1896,7375632,
Peru,PER,1958,7373195,
Slovakia,SVK,1888,7370805,
Cyprus,CYP,2016,7368228,108
Panama,PAN,2006,7367063,
Brazil,BRA,1949,7366800,
Austria,AUT,1870,7364640,
Serbia,SRB,1952,7363797,
Senegal,SEN,2012,7362867,104
Ukraine,UKR,1918,7361380,
Italy,ITA,1884,7360976,
Ecuador,ECU,1975,7354905,
Denmark,DNK,1910,7349984,
Angola,AGO,1997,7347849,
Lebanon,LBN,1988,7345679,
North Korea,PRK,1955,7344864,
Austria,AUT,1940,7343022,
Spain,ESP,1890,7338992,
Albania,ALB,1981,7335328,
Cyprus,CYP,2018,7332762,114
Serbia,SRB,1951,7332243,
Belarus,BLR,1942,7327435,
Russia,RUS,1879,7323777,
Albania,ALB,1988,7320672,
Cyprus,CYP,2019,7315731,114
Iraq,IRQ,1959,7314334,
Panama,PAN,2008,7313601,
Serbia,SRB,1953,7312565,
Costa Rica,CRI,2011,7309366,106
Albania,ALB,1982,7302352,
Moldova,MDA,1997,7301343,
Jordan,JOR,1983,7299946,
Argentina,ARG,1922,7298688,
Sweden,SWE,1898,7298688,
Kazakhstan,KAZ,1929,7297335,
Tajikistan,TJK,1992,7294625,
Armenia,ARM,1960,7294137,
Latvia,LVA,1962,7288826,
Austria,AUT,1877,7284032,
Morocco,MAR,1970,7282020,
Senegal,SEN,2010,7280073,
Jamaica,JAM,1976,7275983,
Latvia,LVA,2015,7272705,106
Uzbekistan,UZB,1933,7271180,
Angola,AGO,1998,7269606,
Azerbaijan,AZE,1947,7267594,
Nigeria,NGA,1964,7266700,
Costa Rica,CRI,2012,7258914,105
Iran,IRN,1921,7254720,
Oman,OMN,1975,7251056,
France,FRA,1833,7247392,
Honduras,HND,2004,7247019,
Kyrgyzstan,KGZ,1957,7244451,
Austria,AUT,1858,7243728,
Lithuania,LTU,1953,7242955,
Austria,AUT,1878,7240064,
Denmark,DNK,1908,7236400,
Cyprus,CYP,2012,7234892,106
Switzerland,CHE,1924,7232736,
Switzerland,CHE,1920,7232736,
Syria,SYR,1969,7232626,
Ghana,GHA,2002,7231479,
Philippines,PHL,1959,7226130,
Latvia,LVA,2017,7222784,111
Latvia,LVA,2016,7220751,109
Pakistan,PAK,1954,7217736,
Peru,PER,1959,7215732,
Cyprus,CYP,2002,7210779,
Netherlands,NLD,1879,7210752,
Myanmar,MMR,1996,7203579,
Taiwan,TWN,1955,7197383,
Panama,PAN,2007,7196306,
Czechia,CZE,1875,7193034,
Denmark,DNK,1920,7192432,
Kazakhstan,KAZ,1912,7186948,
Latvia,LVA,2014,7182634,105
Taiwan,TWN,1939,7181440,
Estonia,EST,1952,7180011,
Qatar,QAT,1969,7166576,
Peru,PER,1935,7166546,
Portugal,PRT,1956,7162653,
Paraguay,PRY,2016,7153808,110
Ghana,GHA,2004,7152116,
Cyprus,CYP,2000,7145880,
Romania,ROU,1922,7141136,
Uzbekistan,UZB,1942,7137752,
Russia,RUS,1878,7137541,
Indonesia,IDN,1917,7137472,
Indonesia,IDN,1918,7130144,
Kosovo,OWID_KOS,2014,7126480,106
Italy,ITA,1943,7112232,
Poland,POL,1859,7111824,
Belgium,BEL,1843,7111824,
Ireland,IRL,1943,7110814,
Pakistan,PAK,1953,7106796,
Yemen,YEM,1984,7096980,
Vietnam,VNM,1939,7092256,
Turkey,TUR,1945,7088681,
Lebanon,LBN,1974,7087871,
Papua New Guinea,PNG,2019,7086853,115
Peru,PER,1929,7082304,
Guatemala,GTM,1995,7079305,
Brunei,BRN,1975,7075184,
Qatar,QAT,1968,7075184,
Norway,NOR,1946,7073431,
Lebanon,LBN,1973,7066740,
Latvia,LVA,2000,7064716,
Israel,ISR,1961,7060775,
Botswana,BWA,2017,7058898,112
Serbia,SRB,1948,7058300,
India,IND,1895,7046320,
Kazakhstan,KAZ,1914,7046273,
Saudi Arabia,SAU,1964,7041168,
Tajikistan,TJK,1971,7032318,
Turkey,TUR,1944,7022729,
Turkey,TUR,1946,7022581,
Cyprus,CYP,2001,7021412,
Germany,DEU,1839,7020224,
Azerbaijan,AZE,1940,7017495,
Ireland,IRL,1942,7015757,
Armenia,ARM,1959,7005695,
Costa Rica,CRI,2006,7005585,
Malaysia,MYS,1954,7004164,
Venezuela,VEN,1939,6997883,
Georgia,GEO,1954,6995428,
Romania,ROU,1913,6990912,
Pakistan,PAK,1952,6983431,
Turkmenistan,TKM,1949,6975023,
Sri Lanka,LKA,1996,6970135,
Mongolia,MNG,1983,6969054,
Ukraine,UKR,1894,6968313,
Cyprus,CYP,2015,6960129,107
Panama,PAN,2001,6954564,
Brunei,BRN,2015,6954272,108
Latvia,LVA,1961,6944720,
Lebanon,LBN,1983,6942228,
Argentina,ARG,1915,6939616,
Saudi Arabia,SAU,1963,6938814,
Cyprus,CYP,2014,6934592,107
Zambia,ZMB,2018,6930094,115
Tanzania,TZA,2010,6924924,
Norway,NOR,1913,6917632,
United States of America,USA,1842,6917632,
Bahamas,BHS,1979,6915653,
Iran,IRN,1951,6913701,
Myanmar,MMR,1995,6906338,
Sweden,SWE,1917,6903629,
Switzerland,CHE,1906,6895648,
Kazakhstan,KAZ,1916,6893275,
Moldova,MDA,1954,6882807,
Cyprus,CYP,1999,6882470,
Brunei,BRN,1980,6877328,
Norway,NOR,1912,6877328,
Slovakia,SVK,1887,6876876,
Tajikistan,TJK,2017,6872691,113
Honduras,HND,2006,6863040,
Hungary,HUN,1895,6862672,
Afghanistan,AFG,2017,6859825,114
Sweden,SWE,1897,6855344,
Mongolia,MNG,1980,6855157,
Cameroon,CMR,2014,6850332,108
Botswana,BWA,2014,6850050,109
El Salvador,SLV,2007,6845868,
Lithuania,LTU,1952,6845691,
Ukraine,UKR,1893,6841801,
Costa Rica,CRI,2004,6841646,
Ireland,IRL,1945,6832587,
Brazil,BRA,1945,6822912,
Spain,ESP,1889,6822368,
Botswana,BWA,2018,6815418,116
Greece,GRC,1957,6813741,
Ghana,GHA,2005,6803421,
Croatia,HRV,1963,6793762,
Norway,NOR,1923,6793056,
Denmark,DNK,1921,6793056,
Papua New Guinea,PNG,2018,6786146,117
Finland,FIN,1937,6780401,
Cuba,CUB,1955,6776647,
Kazakhstan,KAZ,1928,6775821,
Vietnam,VNM,1940,6769943,
Indonesia,IDN,1916,6763744,
Japan,JPN,1890,6756416,
Myanmar,MMR,1986,6756346,
Guatemala,GTM,1994,6750792,
Kuwait,KWT,1947,6749088,
Peru,PER,1934,6748910,
Tunisia,TUN,1977,6748683,
Gabon,GAB,1979,6746761,
Afghanistan,AFG,2016,6744628,111
Zimbabwe,ZWE,1969,6743879,
Panama,PAN,2005,6741087,
Afghanistan,AFG,2009,6739976,
Benin,BEN,2016,6739957,112
Kyrgyzstan,KGZ,2009,6737377,
Latvia,LVA,1960,6734178,
Ghana,GHA,2001,6732552,
Ireland,IRL,1927,6730768,
Philippines,PHL,1957,6728718,
Indonesia,IDN,1911,6727104,
Czechia,CZE,1874,6726459,
Jamaica,JAM,1989,6724544,
Bahamas,BHS,1971,6723746,
Costa Rica,CRI,2005,6723360,
Slovenia,SVN,1969,6722891,
Zambia,ZMB,2019,6720490,116
El Salvador,SLV,2006,6716899,
Poland,POL,1857,6716112,
El Salvador,SLV,2015,6715391,109
Lebanon,LBN,1984,6713208,
Mongolia,MNG,1982,6712285,
Belgium,BEL,1839,6708784,
Estonia,EST,1951,6705862,
Ireland,IRL,1924,6686800,
Netherlands,NLD,1878,6686800,
Qatar,QAT,1967,6683136,
Uruguay,URY,1999,6681003,
France,FRA,1832,6679472,
Papua New Guinea,PNG,2016,6679428,113
Belarus,BLR,1932,6677018,
Myanmar,MMR,1985,6675517,
Peru,PER,1957,6673609,
Iraq,IRQ,1958,6665776,
Honduras,HND,2003,6664311,
Armenia,ARM,1958,6663257,
Cameroon,CMR,2010,6662027,
Peru,PER,1933,6661033,
Uruguay,URY,2014,6656284,110
Uruguay,URY,2015,6655206,110
Syria,SYR,1970,6649929,
Italy,ITA,1883,6646496,
El Salvador,SLV,2016,6638447,114
Germany,DEU,1838,6631840,
Peru,PER,1949,6630681,
Nigeria,NGA,1968,6625858,
Tajikistan,TJK,1970,6625666,
Switzerland,CHE,1941,6625295,
Gabon,GAB,1980,6624651,
Bolivia,BOL,1992,6621987,
Kyrgyzstan,KGZ,1956,6619849,
Canada,CAN,1882,6617184,
Philippines,PHL,1955,6615580,
Mongolia,MNG,1981,6614656,
Cyprus,CYP,1998,6614649,
Bangladesh,BGD,1979,6612642,
Pakistan,PAK,1951,6612636,
Vietnam,VNM,1959,6604647,
Bahamas,BHS,1978,6597044,
Uruguay,URY,2006,6596087,
Cameroon,CMR,2009,6594929,
Algeria,DZA,1965,6588533,
Kenya,KEN,2003,6585572,
Costa Rica,CRI,2003,6583240,
Peru,PER,1943,6576047,
Guatemala,GTM,1996,6570343,
Gabon,GAB,1981,6564034,
Cameroon,CMR,1983,6554480,
Cyprus,CYP,2013,6554364,106
France,FRA,1830,6551232,
Myanmar,MMR,1984,6548548,
Papua New Guinea,PNG,2017,6547568,115
Slovakia,SVK,1886,6546999,
Finland,FIN,1950,6544565,
Denmark,DNK,1906,6543904,
Gabon,GAB,1982,6543617,
Uruguay,URY,2016,6525291,115
Cameroon,CMR,2011,6521189,107
Zambia,ZMB,2017,6519623,116
Kyrgyzstan,KGZ,2007,6518275,
Cambodia,KHM,2014,6516419,111
Norway,NOR,1940,6509561,
Uzbekistan,UZB,1932,6507614,
El Salvador,SLV,2011,6500474,108
Malaysia,MYS,1953,6498899,
Albania,ALB,1978,6488944,
Taiwan,TWN,1954,6486776,
Brazil,BRA,1940,6485943,
Ireland,IRL,1928,6485280,
Austria,AUT,1869,6485280,
Slovenia,SVN,1968,6484069,
Norway,NOR,1922,6481616,
Bahamas,BHS,1972,6481298,
Brazil,BRA,1943,6474923,
Kenya,KEN,1981,6473058,
Taiwan,TWN,1953,6472178,
Cameroon,CMR,1985,6470624,
El Salvador,SLV,2012,6469105,107
Cuba,CUB,1951,6469079,
Latvia,LVA,1959,6468064,
Kazakhstan,KAZ,1915,6467532,
Portugal,PRT,1955,6460148,
Israel,ISR,1960,6460027,
Bahamas,BHS,1976,6457396,
Peru,PER,1944,6454957,
Ethiopia,ETH,2009,6454634,
Jamaica,JAM,1983,6445106,
South Korea,KOR,1955,6444738,
Moldova,MDA,1998,6443838,
El Salvador,SLV,2003,6434282,
Hungary,HUN,1894,6433984,
Spain,ESP,1888,6433984,
Ireland,IRL,1932,6426656,
Taiwan,TWN,1943,6425409,
Mongolia,MNG,1984,6424702,
North Korea,PRK,1937,6422578,
Kenya,KEN,1994,6420445,
Taiwan,TWN,1942,6418406,
Ethiopia,ETH,2008,6416361,
Saudi Arabia,SAU,1966,6407326,
El Salvador,SLV,2008,6404985,
Georgia,GEO,1953,6404908,
Belgium,BEL,1802,6397344,
Iraq,IRQ,1956,6395353,
Lithuania,LTU,1951,6392357,
Taiwan,TWN,1952,6391866,
Brunei,BRN,1977,6390016,
Peru,PER,1948,6385222,
Austria,AUT,1861,6379024,
Uruguay,URY,2019,6378115,117
Zimbabwe,ZWE,1968,6377657,
Malaysia,MYS,1952,6370886,
Ghana,GHA,1999,6369459,
Georgia,GEO,2007,6364776,
Papua New Guinea,PNG,2015,6364322,111
Norway,NOR,1926,6360704,
Ireland,IRL,1944,6356149,
Austria,AUT,1862,6353376,
Vietnam,VNM,1938,6352306,
Brazil,BRA,1929,6345662,
Kazakhstan,KAZ,1911,6344529,
Kazakhstan,KAZ,1917,6344064,
Brunei,BRN,1989,6342384,
Ethiopia,ETH,2010,6337110,
Austria,AUT,1939,6335720,
Botswana,BWA,2016,6333426,116
Vietnam,VNM,1941,6326510,
Cyprus,CYP,1997,6321030,
El Salvador,SLV,2010,6317045,
Poland,POL,1856,6316736,
Botswana,BWA,2019,6316388,118
Cameroon,CMR,1982,6315888,
Kyrgyzstan,KGZ,2010,6312858,
El Salvador,SLV,2009,6312649,
Peru,PER,1956,6310843,
Netherlands,NLD,1877,6309408,
Gabon,GAB,1977,6306500,
Mozambique,MOZ,2015,6305574,112
Tajikistan,TJK,2016,6305370,117
Moldova,MDA,1953,6301862,
Tajikistan,TJK,1969,6299278,
Gabon,GAB,1985,6298543,
El Salvador,SLV,2005,6297972,
Uruguay,URY,2010,6296711,
Armenia,ARM,2018,6296603,118
Ukraine,UKR,1919,6287718,
Qatar,QAT,1965,6287424,
Greece,GRC,1956,6286093,
Yemen,YEM,1983,6285599,
Jamaica,JAM,1972,6282357,
Cuba,CUB,1952,6282067,
Brazil,BRA,1941,6280670,
Mongolia,MNG,1979,6277328,
Qatar,QAT,1966,6272768,
Italy,ITA,1882,6272768,
Qatar,QAT,1964,6269104,
Peru,PER,1945,6268035,
Lebanon,LBN,1975,6265111,
Serbia,SRB,1947,6263190,
Uruguay,URY,1979,6262352,
Czechia,CZE,1873,6259884,
Jordan,JOR,1982,6255687,
Zimbabwe,ZWE,1957,6255279,
Argentina,ARG,1907,6254448,
Argentina,ARG,1906,6254448,
Japan,JPN,1889,6254448,
El Salvador,SLV,2004,6253663,
Philippines,PHL,1956,6252694,
Uruguay,URY,2018,6251839,119
Saudi Arabia,SAU,1962,6250041,
Ghana,GHA,1998,6245893,
Costa Rica,CRI,2002,6244756,
Iraq,IRQ,1937,6243456,
France,FRA,1828,6243456,
Armenia,ARM,1957,6242543,
Kazakhstan,KAZ,1909,6239895,
Switzerland,CHE,1905,6239792,
Vietnam,VNM,1937,6238841,
Peru,PER,1954,6234168,
Cyprus,CYP,1996,6233230,
Zimbabwe,ZWE,1959,6233166,
Slovakia,SVK,1885,6227763,
Bulgaria,BGR,1948,6220165,
Nepal,NPL,2013,6218792,107
Ukraine,UKR,1921,6218035,
Kenya,KEN,1993,6215180,
Jamaica,JAM,1982,6214169,
United States of America,USA,1841,6214144,
Netherlands,NLD,1876,6210480,
Georgia,GEO,2010,6209092,
Chile,CHL,1948,6208309,
El Salvador,SLV,2019,6207296,119
Ghana,GHA,1997,6204171,
Myanmar,MMR,1994,6196178,
Belgium,BEL,1830,6195824,
Cuba,CUB,1953,6190526,
Brunei,BRN,1990,6188496,
Estonia,EST,1950,6185479,
Denmark,DNK,1904,6177504,
Uruguay,URY,2017,6173543,117
Switzerland,CHE,1943,6172353,
Azerbaijan,AZE,1941,6165320,
Cameroon,CMR,2012,6158221,108
Sweden,SWE,1896,6155520,
Latvia,LVA,1958,6152055,
Switzerland,CHE,1922,6151856,
Kenya,KEN,1980,6151529,
Algeria,DZA,1960,6151241,
Egypt,EGY,1948,6148766,
Austria,AUT,1860,6148192,
El Salvador,SLV,2014,6147471,112
Kyrgyzstan,KGZ,1994,6145841,
Spain,ESP,1887,6140864,
Chile,CHL,1944,6139408,
Turkmenistan,TKM,1948,6135650,
Georgia,GEO,2009,6134905,
Qatar,QAT,1963,6133536,
Sweden,SWE,1921,6133385,
Peru,PER,1955,6124009,
Belgium,BEL,1838,6122544,
Venezuela,VEN,1938,6122395,
Kazakhstan,KAZ,1910,6119450,
Turkey,TUR,1943,6118197,
Papua New Guinea,PNG,2007,6115216,
Indonesia,IDN,1910,6111552,
Chile,CHL,1943,6110036,
Switzerland,CHE,1917,6107888,
Croatia,HRV,1962,6106250,
Ghana,GHA,2000,6100546,
Kazakhstan,KAZ,1927,6098524,
Georgia,GEO,2006,6096129,
Brazil,BRA,1938,6094398,
El Salvador,SLV,2013,6093602,108
Spain,ESP,1886,6093232,
Panama,PAN,2003,6090321,
Brazil,BRA,1937,6087250,
Ecuador,ECU,1974,6083555,
Norway,NOR,1911,6078576,
Zimbabwe,ZWE,1956,6077028,
Benin,BEN,2015,6076351,113
Brazil,BRA,1927,6074912,
France,FRA,1829,6074912,
El Salvador,SLV,2002,6073740,
Austria,AUT,1868,6071248,
Uruguay,URY,1972,6069376,
Georgia,GEO,1994,6069035,
Slovenia,SVN,1967,6063054,
Slovenia,SVN,1965,6057235,
Algeria,DZA,1961,6055920,
Georgia,GEO,1952,6053926,
Cameroon,CMR,1984,6052928,
France,FRA,1831,6052928,
Paraguay,PRY,2015,6051014,114
Papua New Guinea,PNG,2014,6049264,113
South Africa,ZAF,1898,6049264,
Tajikistan,TJK,1968,6048629,
Oman,OMN,1980,6041936,
Peru,PER,1942,6041163,
Zimbabwe,ZWE,1966,6040926,
Kyrgyzstan,KGZ,1955,6037708,
Azerbaijan,AZE,1946,6035077,
Ireland,IRL,1925,6034608,
Brazil,BRA,1913,6034608,
Indonesia,IDN,1915,6030944,
Brunei,BRN,1976,6019952,
El Salvador,SLV,2018,6018265,120
Indonesia,IDN,1914,6016288,
El Salvador,SLV,2017,6015567,118
Nepal,NPL,2015,6014092,115
Oman,OMN,1981,6012624,
Romania,ROU,1912,6012624,
Cyprus,CYP,1994,6011113,
Denmark,DNK,1905,6008960,
Armenia,ARM,2019,6005927,120
North Korea,PRK,1936,6002934,
Slovenia,SVN,1966,6001805,
Belgium,BEL,1837,5997968,
Hungary,HUN,1893,5994304,
Venezuela,VEN,1935,5990551,
Indonesia,IDN,1909,5986976,
Bangladesh,BGD,1978,5984417,
Gabon,GAB,1984,5979462,
Bolivia,BOL,1991,5974017,
Iraq,IRQ,1957,5969883,
Uruguay,URY,1975,5962407,
Switzerland,CHE,1904,5961328,
Moldova,MDA,2019,5957810,121
Italy,ITA,1881,5957664,
Moldova,MDA,1952,5956564,
Sweden,SWE,1895,5954000,
Syria,SYR,1968,5953950,
Greece,GRC,1955,5953088,
Croatia,HRV,1961,5950407,
Germany,DEU,1837,5950336,
Cuba,CUB,1954,5948642,
Brazil,BRA,1939,5947511,
Netherlands,NLD,1854,5946672,
Uruguay,URY,2007,5946511,
Zimbabwe,ZWE,1960,5943125,
Norway,NOR,1910,5939344,
Argentina,ARG,1909,5935680,
Turkey,TUR,1935,5935145,
Yemen,YEM,1982,5933604,
Slovakia,SVK,1884,5931583,
Portugal,PRT,1953,5928896,
Brazil,BRA,1928,5927995,
Belarus,BLR,1931,5926317,
Lebanon,LBN,1976,5924038,
Guatemala,GTM,1992,5917911,
Iraq,IRQ,1938,5917360,
Romania,ROU,1921,5917360,
Tanzania,TZA,2008,5915424,
Kyrgyzstan,KGZ,1998,5913137,
Honduras,HND,2002,5912951,
Kazakhstan,KAZ,1908,5911113,
Bulgaria,BGR,1947,5910032,
France,FRA,1827,5910032,
Peru,PER,1947,5908992,
Spain,ESP,1883,5902704,
Panama,PAN,1998,5900500,
Taiwan,TWN,1938,5899040,
Indonesia,IDN,1913,5899040,
Lithuania,LTU,1950,5897569,
Brazil,BRA,1944,5895771,
Argentina,ARG,1920,5891712,
Sweden,SWE,1894,5891712,
Lebanon,LBN,1980,5889780,
Uruguay,URY,1976,5887086,
Slovenia,SVN,1964,5886433,
Tajikistan,TJK,1967,5883271,
Cyprus,CYP,1995,5882266,
Tanzania,TZA,2006,5878993,
Moldova,MDA,2018,5877784,121
Austria,AUT,1863,5877056,
Kazakhstan,KAZ,1907,5875072,
Chile,CHL,1949,5875065,
United States of America,USA,1840,5873392,
Vietnam,VNM,1936,5872798,
Spain,ESP,1884,5869728,
Brazil,BRA,1942,5866699,
Austria,AUT,1859,5866064,
Turkey,TUR,1936,5865499,
Armenia,ARM,1992,5859852,
El Salvador,SLV,2001,5858108,
Azerbaijan,AZE,1939,5853522,
Peru,PER,1939,5850932,
Lebanon,LBN,1981,5844283,
Cuba,CUB,1956,5841673,
Tunisia,TUN,1976,5841417,
Indonesia,IDN,1912,5840416,
Ethiopia,ETH,2007,5839347,
Switzerland,CHE,1942,5838634,
Ukraine,UKR,1892,5837146,
Denmark,DNK,1907,5833088,
Malaysia,MYS,1963,5827968,
South Africa,ZAF,1902,5825760,
Jordan,JOR,1981,5825183,
Uruguay,URY,1980,5818505,
Morocco,MAR,1969,5817401,
Sudan,SDN,2001,5817098,
Sri Lanka,LKA,1995,5815498,
Bulgaria,BGR,1943,5811104,
Panama,PAN,2002,5810929,
Kyrgyzstan,KGZ,2004,5806822,
Chile,CHL,1942,5805955,
Uruguay,URY,1971,5801934,
Czechia,CZE,1872,5793309,
Iraq,IRQ,1936,5792784,
Turkey,TUR,1934,5792101,
Portugal,PRT,1954,5789634,
Austria,AUT,1938,5786503,
Angola,AGO,1987,5786029,
Romania,ROU,1914,5785456,
Australia,AUS,1899,5785456,
Lebanon,LBN,1979,5785234,
Bangladesh,BGD,1977,5784749,
Azerbaijan,AZE,1938,5782621,
Uzbekistan,UZB,1931,5776410,
Romania,ROU,1911,5774464,
Tanzania,TZA,2009,5770871,
Uruguay,URY,1973,5768719,
Cyprus,CYP,1993,5766974,
Peru,PER,1946,5766096,
Turkmenistan,TKM,1947,5765258,
Switzerland,CHE,1946,5764343,
Mongolia,MNG,1978,5763803,
Latvia,LVA,1957,5763679,
Norway,NOR,1909,5763472,
Spain,ESP,1885,5759808,
Gabon,GAB,1989,5757464,
Myanmar,MMR,1983,5753767,
Hungary,HUN,1892,5752480,
Angola,AGO,1993,5748383,
Armenia,ARM,2012,5748252,109
Jamaica,JAM,1971,5747240,
Switzerland,CHE,1918,5745152,
Slovakia,SVK,1883,5742701,
Uruguay,URY,1970,5735803,
Ukraine,UKR,1920,5733636,
El Salvador,SLV,1998,5731667,
Oman,OMN,1982,5730496,
Uruguay,URY,1978,5729321,
Panama,PAN,2000,5727743,
Denmark,DNK,1903,5726832,
Bolivia,BOL,1990,5726771,
Uruguay,URY,2005,5725821,
Iraq,IRQ,1935,5723168,
Lebanon,LBN,1982,5719451,
Albania,ALB,1977,5715840,
Norway,NOR,1908,5715840,
Brunei,BRN,1988,5712176,
Panama,PAN,2004,5711741,
Tanzania,TZA,2007,5710332,
Chile,CHL,1947,5706075,
Armenia,ARM,1956,5704474,
Gabon,GAB,1976,5703786,
Cameroon,CMR,2007,5701938,
Finland,FIN,1938,5695588,
Kenya,KEN,1990,5686090,
Uruguay,URY,1974,5677001,
Switzerland,CHE,1900,5675536,
Croatia,HRV,1960,5674923,
El Salvador,SLV,2000,5671879,
Switzerland,CHE,1903,5671872,
Netherlands,NLD,1862,5671872,
Costa Rica,CRI,2001,5665918,
Kyrgyzstan,KGZ,1996,5664199,
Botswana,BWA,2013,5662940,109
Algeria,DZA,1962,5661010,
Algeria,DZA,1959,5657017,
Lebanon,LBN,1972,5653363,
Georgia,GEO,1951,5653257,
Honduras,HND,2001,5652844,
Algeria,DZA,1964,5643044,
Chile,CHL,1945,5640896,
Uruguay,URY,1998,5640086,
Uruguay,URY,1977,5639634,
Albania,ALB,1972,5638896,
Tajikistan,TJK,1966,5626356,
India,IND,1894,5625959,
Peru,PER,1930,5624151,
Myanmar,MMR,1981,5622979,
Panama,PAN,1999,5621087,
